debt_id,customer_id,product_id,monto_deuda,fecha_vencimiento,estado
100,1172,14,3034.97,2024-09-02,Vencida
101,1064,4,15836.12,2025-05-15,Vencida
102,1371,14,17745.31,2025-06-28,Vencida
103,1206,7,4488.3,2024-06-25,Vencida
104,1068,14,17510.91,2024-12-15,Castigada
105,1125,3,4791.87,2023-03-04,Vencida
106,157,5,10907.49,2023-10-19,Vigente
107,27,1,7594.42,2025-06-26,Vencida
108,1292,19,19942.92,2025-07-12,Vencida
109,1784,20,11606.12,2024-05-26,Vencida
110,1997,5,11702.92,2025-03-28,Vencida
111,124,8,4519.45,2023-08-22,Vencida
112,1818,3,14133.17,2023-04-17,Vencida
113,1368,2,5212.19,2023-01-09,Vencida
114,299,10,11900.1,2022-12-01,Vencida
115,1539,2,13472.27,2025-06-30,Vencida
116,251,17,9515.07,2024-08-14,Vencida
117,1386,5,15697.22,2023-11-11,Vencida
118,1745,13,7034.08,2025-03-07,Vencida
119,1576,11,13063.86,2025-02-22,Vencida
120,1142,1,17921.6,2023-06-25,Vencida
121,954,5,6654.47,2024-12-23,Vencida
122,1889,18,19052.39,2025-12-06,Vencida
123,692,4,10731.01,2024-01-06,Vencida
124,553,19,10109.43,2023-02-19,Vencida
125,1734,3,11908.17,2024-02-07,Castigada
126,818,10,18349.62,2025-03-05,Vigente
127,1384,5,5717.03,2024-01-21,Vencida
128,15,19,11664.13,2025-04-06,Vencida
129,1319,13,10775.85,2023-10-30,Vencida
130,1740,6,16983.69,2024-07-09,Vigente
131,461,4,12174.99,2023-04-28,Vigente
132,1038,20,8102.24,2024-08-20,Vencida
133,596,14,4857.72,2024-09-06,Vencida
134,1987,1,15779.6,2025-10-11,Vencida
135,1290,18,8684.81,2023-09-25,Castigada
136,1382,3,14152.78,2024-05-30,Vencida
137,912,8,7094.84,2023-07-19,Vencida
138,642,10,7409.79,2024-12-16,Vencida
139,682,14,2699.18,2023-02-27,Castigada
140,982,16,15661.54,2024-02-06,Vencida
141,733,4,5772.1,2024-01-02,Vencida
142,324,1,4942.08,2025-10-17,Vigente
143,1320,9,10089.65,2023-05-30,Vencida
144,1611,10,8017.64,2023-07-15,Vencida
145,1010,10,11274.53,2025-06-08,Vencida
146,1476,15,17153.83,2025-09-06,Castigada
147,1068,15,12966.64,2023-09-04,Vencida
148,1549,15,17904.74,2024-12-23,Vencida
149,1254,10,18196.3,2025-10-18,Vencida
150,1528,13,4234.97,2023-08-01,Castigada
151,1088,3,19984.52,2023-05-07,Vencida
152,1850,3,6891.06,2025-04-23,Vencida
153,1156,18,15514.31,2023-07-21,Vencida
154,1741,14,164.12,2024-07-18,Vencida
155,1977,2,6715.81,2025-12-13,Vencida
156,603,13,7977.78,2025-08-11,Vencida
157,617,3,14643.24,2025-11-01,Vencida
158,949,18,11012.95,2024-08-23,Vigente
159,1103,4,4857.92,2025-02-25,Vencida
160,73,1,170.2,2023-03-25,Vigente
161,1945,3,16172.61,2025-03-14,Vigente
162,1118,11,9708.62,2024-08-31,Vencida
163,32,12,10217.05,2025-04-29,Vencida
164,98,20,5315.68,2025-04-23,Vencida
165,1030,14,10837.69,2025-01-25,Vencida
166,894,13,11717.9,2024-02-14,Vencida
167,1984,9,17367.97,2025-09-10,Vigente
168,176,13,3246.76,2024-10-28,Castigada
169,420,17,3784.92,2024-12-14,Vencida
170,1046,10,12226.72,2023-09-08,Vencida
171,1224,19,12869.09,2023-02-22,Vencida
172,4,12,14275.85,2025-05-31,Vencida
173,478,8,17546.83,2025-06-27,Vencida
174,227,11,10559.53,2023-12-13,Vencida
175,1269,19,15531.47,2024-10-22,Vigente
176,660,17,5527.06,2025-09-02,Vencida
177,1803,18,18513.7,2022-12-25,Vencida
178,67,2,8784.39,2024-08-30,Vencida
179,1286,10,8934.31,2025-09-26,Vencida
180,678,11,13850.32,2023-05-08,Vigente
181,295,6,18620.12,2024-01-31,Vigente
182,1603,19,18347.83,2024-01-01,Vencida
183,1650,5,2686.51,2025-09-29,Vencida
184,1641,11,9124.3,2025-08-30,Vencida
185,1562,2,13084.31,2024-03-19,Castigada
186,495,8,17794.43,2023-09-06,Vigente
187,730,3,8984.68,2025-09-05,Vencida
188,435,12,8300.34,2024-11-06,Vencida
189,630,10,4426.22,2025-04-25,Castigada
190,347,13,16016.52,2024-08-29,Vencida
191,1826,18,10940.89,2025-03-27,Vencida
192,1755,1,9629.96,2024-07-26,Vencida
193,632,13,11738.31,2023-09-10,Castigada
194,559,11,13386.31,2025-01-23,Vencida
195,1447,5,12098.16,2023-07-06,Vigente
196,1031,9,11277.93,2024-06-19,Vencida
197,1912,17,3316.72,2025-01-02,Vencida
198,253,17,2126.8,2024-03-24,Vencida
199,1522,17,2624.39,2024-06-16,Vencida
200,1703,19,3378.7,2025-03-05,Vigente
201,1107,6,1606.06,2024-02-28,Vigente
202,514,14,11080.49,2024-04-29,Vencida
203,327,10,14570.25,2024-04-17,Vencida
204,1611,18,11820.61,2023-12-19,Vigente
205,475,5,1614.95,2023-04-13,Vencida
206,382,5,13572.65,2023-06-07,Vencida
207,1179,16,4955.29,2024-12-31,Vencida
208,1240,16,12873.39,2023-10-27,Vencida
209,346,18,17053.92,2023-02-25,Castigada
210,1523,7,3560.28,2023-05-15,Vencida
211,63,14,7162.68,2024-01-19,Vencida
212,1477,19,17797.59,2023-09-02,Vigente
213,1935,14,13743.37,2023-02-10,Vencida
214,1550,13,485.76,2024-02-11,Vigente
215,1694,15,6580.24,2025-09-26,Castigada
216,1535,13,11424.47,2023-02-25,Vencida
217,1409,7,11030.57,2025-08-12,Vencida
218,652,3,12536.27,2024-05-16,Vencida
219,1060,9,2232.76,2025-02-09,Vencida
220,934,5,15380.96,2023-04-06,Vigente
221,275,9,19407.47,2023-06-13,Vencida
222,1083,10,11069.39,2023-12-29,Vencida
223,901,7,19240.61,2023-05-24,Vigente
224,1891,3,15307.83,2023-02-01,Vencida
225,521,11,15720.33,2023-05-21,Castigada
226,771,4,4751.07,2023-10-27,Vigente
227,115,9,17270.28,2024-08-28,Vencida
228,78,2,10670.21,2025-06-26,Castigada
229,1555,16,6477.11,2025-12-08,Vencida
230,1648,20,2628.07,2025-04-27,Vigente
231,1549,2,2138.18,2024-01-21,Vencida
232,56,14,3777.44,2023-10-31,Vencida
233,579,18,14139.23,2025-07-09,Castigada
234,357,11,3458.82,2023-09-21,Castigada
235,785,14,3719.42,2024-07-06,Vencida
236,1139,13,15435.02,2025-01-01,Castigada
237,47,8,10607.36,2025-10-27,Vencida
238,1067,6,14758.82,2025-11-04,Vencida
239,1080,8,3028.86,2023-07-29,Castigada
240,1705,14,4800.77,2025-03-08,Vencida
241,346,7,4309.3,2024-03-17,Vencida
242,1030,4,15875.82,2023-01-18,Vencida
243,1128,3,5739.18,2023-12-07,Vencida
244,1167,18,7819.09,2023-12-12,Vigente
245,1050,10,17889.66,2024-01-20,Castigada
246,1736,4,5053.81,2023-11-15,Vencida
247,987,18,1695.5,2023-06-19,Vencida
248,47,9,11871.11,2025-08-14,Vigente
249,649,15,15105.63,2023-02-16,Vencida
250,752,11,15248.05,2023-12-01,Vencida
251,746,15,18085.86,2025-03-01,Vencida
252,1851,17,15029.75,2024-01-01,Castigada
253,604,17,1212.4,2023-03-28,Vencida
254,1178,14,604.44,2023-01-16,Vencida
255,792,13,15093.35,2024-12-29,Vigente
256,1624,8,16983.32,2025-05-27,Vencida
257,1864,3,17789.63,2025-11-18,Vencida
258,159,5,13177.33,2023-02-22,Vencida
259,558,13,14963.52,2023-12-05,Vencida
260,1397,11,14058.05,2023-12-16,Vencida
261,1880,13,10167.06,2024-09-06,Vencida
262,1887,2,10896.0,2024-04-09,Castigada
263,1946,3,4521.13,2023-08-20,Vencida
264,826,20,18787.34,2023-01-15,Castigada
265,331,10,8859.99,2025-02-06,Vigente
266,236,8,15723.9,2022-12-10,Vencida
267,841,20,8396.72,2024-07-17,Vencida
268,670,14,15352.92,2024-07-05,Castigada
269,1275,19,15368.05,2024-08-13,Vencida
270,1229,11,15458.56,2024-10-18,Vencida
271,1232,12,1662.72,2023-04-24,Vencida
272,1482,9,7706.76,2023-09-20,Vencida
273,1568,20,12656.08,2024-06-13,Vigente
274,553,4,9006.49,2023-08-21,Vencida
275,192,9,9444.86,2024-12-16,Vencida
276,1609,17,11797.82,2024-08-10,Vencida
277,802,8,12481.72,2025-09-24,Vencida
278,1805,17,2241.13,2024-08-03,Vencida
279,445,6,17843.82,2023-08-10,Vencida
280,662,4,11466.53,2023-04-30,Vencida
281,63,5,3914.47,2023-08-26,Vencida
282,850,2,4906.7,2023-03-16,Vigente
283,1616,9,813.99,2025-03-06,Vencida
284,1355,16,8211.66,2023-08-02,Castigada
285,540,18,9037.76,2024-10-28,Vencida
286,1300,19,16832.68,2024-12-24,Vencida
287,785,8,12359.55,2024-10-31,Vencida
288,1489,17,10041.62,2023-10-15,Castigada
289,227,16,639.12,2023-05-15,Vencida
290,1843,5,18819.82,2023-03-26,Vencida
291,75,5,14290.0,2023-04-22,Vencida
292,926,5,4713.68,2024-04-23,Vigente
293,1467,12,4787.56,2024-06-21,Vencida
294,412,8,15884.25,2025-08-13,Vigente
295,464,13,2413.75,2024-12-24,Vigente
296,1356,7,13797.09,2023-09-15,Vigente
297,1260,9,14839.66,2024-08-22,Vencida
298,879,9,1703.25,2025-03-17,Vigente
299,1441,19,3291.11,2023-05-15,Vencida
300,1560,20,2836.19,2023-08-17,Vencida
301,1356,3,16535.06,2023-12-27,Vencida
302,159,10,15420.23,2024-11-03,Vencida
303,716,6,8024.32,2022-12-27,Vencida
304,1956,12,1595.87,2024-10-20,Vencida
305,1015,20,13949.34,2025-11-23,Vigente
306,1252,10,3316.76,2024-08-02,Vigente
307,1427,15,2522.91,2024-02-15,Vencida
308,1395,16,15704.84,2025-10-07,Vigente
309,106,16,18362.04,2024-05-17,Castigada
310,1004,20,15198.53,2025-06-03,Vencida
311,773,6,19647.83,2024-02-06,Vencida
312,1277,3,8630.62,2025-08-29,Vencida
313,388,4,153.62,2023-11-18,Vencida
314,527,6,12918.32,2025-12-03,Vigente
315,422,9,6929.42,2023-01-27,Vencida
316,797,20,7947.06,2024-07-20,Vigente
317,689,20,18943.27,2023-09-20,Castigada
318,873,8,18361.94,2024-04-01,Vigente
319,1934,4,17404.01,2025-06-25,Vencida
320,1763,7,18087.81,2025-08-09,Vigente
321,97,11,18789.01,2023-06-22,Vencida
322,1073,2,14165.24,2024-08-02,Vencida
323,1660,4,19034.43,2023-11-18,Vencida
324,807,7,2767.34,2023-08-19,Vencida
325,873,10,11476.38,2023-09-02,Vencida
326,1537,4,13643.65,2024-03-15,Castigada
327,473,14,12049.78,2023-02-23,Vencida
328,1685,2,4389.42,2023-12-14,Vencida
329,230,18,15234.69,2025-05-08,Vencida
330,557,15,9010.31,2023-10-02,Vigente
331,178,11,9258.32,2025-10-26,Vencida
332,787,11,6022.76,2023-06-30,Vencida
333,1434,14,937.09,2023-09-26,Vencida
334,1027,9,7948.08,2023-11-08,Vencida
335,364,1,10206.07,2024-05-24,Vigente
336,184,10,17425.77,2025-08-05,Vigente
337,365,3,11544.64,2024-07-31,Vencida
338,1099,10,7877.5,2025-03-04,Vencida
339,429,19,5967.15,2025-10-10,Vencida
340,1218,2,19277.2,2025-08-29,Vigente
341,324,6,5680.17,2025-11-21,Vencida
342,73,13,591.26,2022-12-21,Vencida
343,716,18,19681.47,2024-04-28,Vencida
344,58,17,14263.68,2025-03-13,Vigente
345,1226,5,2080.48,2024-10-09,Vencida
346,111,1,16538.09,2023-07-22,Vencida
347,403,10,16255.41,2024-03-15,Vencida
348,1308,4,8088.41,2025-09-19,Castigada
349,1840,7,18403.89,2025-04-20,Vencida
350,374,17,4751.8,2023-03-11,Castigada
351,584,5,15628.63,2025-01-01,Vencida
352,1206,17,8584.25,2024-01-12,Vencida
353,853,19,7341.11,2025-09-16,Vencida
354,1909,2,9696.95,2023-05-26,Vigente
355,1712,14,15118.74,2023-05-05,Vencida
356,923,8,19722.88,2025-02-23,Vencida
357,1821,1,5778.76,2025-11-24,Vencida
358,524,12,2770.76,2025-02-22,Vigente
359,1689,15,12077.76,2023-05-24,Vencida
360,1739,9,19057.14,2024-03-24,Vencida
361,1824,17,14005.76,2025-09-30,Castigada
362,1549,17,1162.97,2023-03-27,Castigada
363,741,2,18207.7,2024-06-13,Vencida
364,1994,14,15187.83,2024-03-25,Vencida
365,1940,1,12638.91,2023-02-10,Vencida
366,1499,15,3844.27,2023-05-08,Vigente
367,297,13,6107.72,2023-08-30,Vencida
368,167,12,9329.49,2025-01-04,Vencida
369,702,10,14286.81,2025-07-31,Vencida
370,1482,7,2660.38,2023-05-12,Vencida
371,1459,12,7505.18,2023-09-27,Castigada
372,216,16,18293.59,2025-04-30,Castigada
373,1570,8,8090.24,2025-02-15,Vencida
374,191,6,17907.09,2023-12-18,Vencida
375,614,5,5088.15,2025-01-15,Vencida
376,363,15,5026.66,2025-04-21,Vencida
377,738,12,9797.76,2025-10-13,Vencida
378,783,19,3515.93,2024-06-08,Vigente
379,187,1,13865.02,2022-12-11,Vencida
380,1148,5,8269.93,2023-07-17,Vencida
381,1329,15,13356.7,2023-05-23,Vencida
382,173,5,6365.66,2023-12-02,Vigente
383,706,15,12886.24,2024-07-14,Vencida
384,399,7,17547.65,2025-03-22,Vencida
385,1998,8,10938.77,2025-08-22,Vencida
386,533,20,14622.29,2023-04-14,Castigada
387,1780,17,8869.53,2024-09-02,Vencida
388,541,16,18650.91,2023-04-28,Vencida
389,1918,16,3750.46,2024-10-07,Vencida
390,1739,16,7726.07,2024-08-29,Vigente
391,184,4,13602.21,2024-09-03,Castigada
392,182,10,19367.91,2025-11-25,Vencida
393,1804,14,19067.79,2023-03-20,Vencida
394,1342,11,17214.4,2023-04-28,Vigente
395,1124,17,18159.13,2025-03-13,Vencida
396,927,16,2824.5,2024-06-06,Vencida
397,1686,14,2804.97,2024-11-15,Vencida
398,928,19,19532.78,2023-11-14,Vencida
399,882,17,9197.48,2024-10-11,Castigada
400,1175,14,307.18,2025-10-24,Vigente
401,837,11,6922.95,2025-02-05,Vigente
402,623,2,697.52,2023-03-29,Vigente
403,948,3,930.79,2023-05-20,Vencida
404,856,4,15400.65,2025-02-18,Vencida
405,246,8,9673.29,2025-06-25,Vigente
406,36,14,18364.9,2024-02-08,Vigente
407,1575,1,13681.98,2023-07-11,Castigada
408,1652,20,6781.71,2023-05-06,Vencida
409,1362,2,9647.13,2025-11-27,Vigente
410,1909,12,17649.46,2025-09-11,Vigente
411,710,6,9862.96,2023-11-04,Vencida
412,228,20,2837.58,2025-11-04,Vigente
413,1262,16,3551.57,2025-02-26,Vencida
414,7,7,9764.33,2025-09-28,Vencida
415,1248,9,3336.48,2023-06-18,Vencida
416,890,4,9100.91,2024-10-23,Vencida
417,788,4,12167.56,2024-02-10,Vencida
418,481,16,4719.82,2022-12-03,Castigada
419,881,13,19813.14,2025-04-29,Vencida
420,929,14,14053.54,2025-11-21,Vencida
421,1799,11,337.5,2025-06-14,Vencida
422,812,14,14632.11,2023-04-10,Vencida
423,1679,9,3083.44,2025-04-12,Vencida
424,1806,9,7275.03,2024-09-17,Vigente
425,1359,15,14731.65,2024-02-21,Vencida
426,141,20,18057.13,2023-11-24,Vencida
427,905,20,460.19,2023-06-21,Vencida
428,1676,17,9495.25,2023-10-23,Vencida
429,485,18,10582.74,2023-07-18,Castigada
430,441,15,10152.83,2025-04-13,Castigada
431,456,16,193.79,2023-06-24,Vencida
432,1736,10,10552.72,2024-06-12,Vencida
433,470,18,3969.04,2023-08-06,Vencida
434,1481,16,5993.5,2025-04-09,Vencida
435,901,10,1085.41,2024-01-09,Vencida
436,1494,1,5227.01,2022-12-09,Vencida
437,1361,16,17721.1,2023-01-09,Vencida
438,1046,2,17506.41,2025-08-24,Vencida
439,1877,4,13167.75,2024-09-16,Vencida
440,540,14,6856.75,2022-12-25,Vencida
441,1754,15,15693.96,2023-01-07,Castigada
442,1394,8,2144.2,2023-01-11,Vencida
443,339,14,19721.55,2025-05-13,Vencida
444,1227,6,10428.14,2022-11-27,Vigente
445,294,14,7259.83,2025-04-14,Vencida
446,586,16,7874.76,2023-01-08,Vencida
447,1116,1,16307.14,2023-03-07,Castigada
448,1999,14,12275.58,2023-11-21,Vencida
449,793,14,14431.45,2024-06-28,Vencida
450,513,16,7361.76,2025-08-27,Vencida
451,292,14,13026.5,2022-12-07,Vencida
452,886,7,11038.95,2023-01-08,Vigente
453,620,14,17097.92,2023-09-22,Vencida
454,626,6,19893.37,2025-11-30,Vencida
455,1809,12,13991.16,2024-05-10,Vencida
456,648,2,15077.09,2024-09-12,Vencida
457,964,11,19466.85,2025-11-27,Vencida
458,136,8,16480.35,2023-05-26,Castigada
459,529,9,18982.5,2025-02-06,Vencida
460,447,20,11687.76,2024-08-25,Vencida
461,913,6,6363.6,2025-07-17,Vencida
462,749,6,3768.82,2024-12-26,Vencida
463,87,9,3248.69,2022-11-22,Vencida
464,677,18,4395.31,2025-05-31,Vencida
465,510,10,4689.97,2023-08-22,Vigente
466,1407,12,10744.08,2022-11-21,Vigente
467,320,12,14476.11,2025-08-17,Vigente
468,1219,16,6145.42,2023-07-27,Vencida
469,1812,6,4419.53,2023-01-04,Vencida
470,1442,10,12835.28,2024-11-21,Vencida
471,701,4,5553.19,2024-07-28,Vencida
472,1643,5,11848.59,2024-12-14,Vencida
473,1470,20,3791.23,2023-11-18,Vencida
474,1159,11,7505.47,2025-11-16,Vencida
475,199,9,10467.56,2025-11-17,Vencida
476,113,17,17251.97,2025-08-16,Vencida
477,101,17,16003.31,2025-05-13,Vencida
478,1277,13,6948.03,2025-09-07,Vencida
479,376,11,7207.87,2025-07-08,Vencida
480,659,16,414.74,2023-05-18,Vencida
481,1461,14,17415.56,2024-04-03,Vencida
482,1038,11,12415.2,2024-01-13,Vigente
483,395,4,18209.53,2025-08-23,Vencida
484,1860,14,4107.73,2024-10-06,Vencida
485,1617,4,15898.24,2023-03-09,Vigente
486,1521,11,4975.02,2025-03-19,Castigada
487,1936,7,15362.15,2024-04-03,Vencida
488,1358,11,12787.66,2025-01-13,Vencida
489,1750,15,4662.96,2024-07-09,Vencida
490,1545,10,10717.51,2024-04-28,Vencida
491,1328,11,9581.51,2024-05-20,Castigada
492,1053,9,3382.28,2023-04-07,Vencida
493,1297,9,2422.66,2024-07-23,Vencida
494,1727,1,6713.98,2022-12-24,Vigente
495,293,14,4929.34,2025-10-24,Vencida
496,1920,12,12578.74,2025-11-14,Vencida
497,1795,19,4030.7,2022-12-22,Vigente
498,484,8,7981.26,2025-11-03,Vencida
499,1423,3,6358.28,2025-06-16,Castigada
500,1649,3,4713.83,2024-02-01,Vencida
501,9,10,12596.26,2024-02-28,Vencida
502,304,18,12802.71,2023-12-22,Vencida
503,1707,14,3876.86,2023-12-23,Vencida
504,1521,8,18229.14,2024-08-10,Vigente
505,24,3,12670.53,2025-07-31,Vigente
506,1258,10,19061.1,2024-06-25,Vencida
507,1321,12,18368.04,2024-04-10,Vencida
508,419,12,11461.75,2024-07-06,Vencida
509,1437,19,6753.54,2025-09-05,Vigente
510,1379,9,7164.32,2024-10-03,Vigente
511,1783,14,7997.57,2024-10-31,Vencida
512,670,20,8881.83,2024-04-08,Vigente
513,958,9,3710.51,2023-07-07,Vencida
514,1967,1,1141.87,2024-11-23,Vencida
515,1579,17,19806.02,2023-08-03,Vencida
516,345,2,18930.9,2023-02-04,Vencida
517,1008,14,555.41,2025-08-24,Vencida
518,727,13,15799.77,2022-12-18,Vigente
519,1730,6,15896.88,2024-04-06,Vencida
520,1535,4,18317.73,2024-02-25,Vencida
521,773,8,15951.78,2025-05-20,Vencida
522,1703,7,11060.77,2023-06-06,Vigente
523,1699,9,10284.37,2022-12-23,Castigada
524,1091,18,11775.86,2024-06-19,Vencida
525,876,1,7929.43,2023-06-21,Vigente
526,1709,7,16600.73,2025-03-19,Vencida
527,1556,17,19254.58,2024-01-01,Castigada
528,360,8,2149.93,2023-08-09,Vencida
529,528,12,5903.33,2025-09-22,Vencida
530,1108,7,6225.48,2023-09-03,Vencida
531,1830,12,13636.15,2025-09-24,Vencida
532,342,16,1336.08,2025-03-28,Vigente
533,470,4,17503.68,2024-09-18,Vencida
534,321,4,19742.17,2025-01-17,Vencida
535,299,6,636.29,2024-12-11,Vencida
536,1060,14,11799.43,2024-02-08,Vigente
537,63,10,10221.53,2023-04-02,Vencida
538,1811,9,7260.79,2025-07-19,Vencida
539,1171,3,2920.36,2025-05-29,Vencida
540,1087,14,12004.7,2024-05-30,Vencida
541,775,13,12126.79,2023-07-25,Castigada
542,139,4,10197.41,2025-05-22,Vigente
543,154,7,18237.56,2025-07-27,Vencida
544,909,20,13935.42,2024-11-28,Vencida
545,1143,8,14211.83,2022-12-22,Vencida
546,675,4,2456.52,2025-01-27,Vigente
547,985,3,10228.59,2025-02-20,Vencida
548,113,8,3688.59,2025-05-09,Vencida
549,805,15,4586.05,2024-01-17,Castigada
550,669,14,6029.02,2023-01-23,Vencida
551,1670,15,9186.9,2025-09-18,Vigente
552,223,20,9665.76,2025-11-10,Vencida
553,1945,11,3045.58,2023-04-30,Vencida
554,1032,16,10066.46,2024-05-06,Vigente
555,1639,12,15915.84,2023-05-01,Vencida
556,96,8,13564.67,2024-09-29,Vencida
557,954,19,14343.01,2023-09-09,Vigente
558,1634,11,19993.7,2025-06-12,Castigada
559,755,17,13369.84,2025-10-03,Vencida
560,1427,2,13238.4,2024-09-06,Vigente
561,117,9,15054.69,2025-09-18,Vigente
562,6,14,13161.53,2024-04-18,Vencida
563,656,7,11453.45,2024-02-24,Vencida
564,1582,14,837.36,2024-07-12,Vencida
565,871,9,7357.77,2023-05-15,Vencida
566,886,3,8850.51,2024-01-27,Vigente
567,1111,10,18745.14,2025-01-23,Castigada
568,307,17,15998.66,2025-10-02,Vencida
569,563,17,7048.0,2022-11-17,Vigente
570,106,5,17461.51,2024-03-31,Vencida
571,845,20,3176.98,2024-09-29,Castigada
572,1515,19,17618.45,2022-12-30,Vencida
573,1150,13,14629.81,2024-08-30,Vencida
574,1603,11,16446.94,2024-07-26,Vencida
575,792,18,7047.87,2023-03-12,Vencida
576,423,18,13448.86,2023-11-03,Vencida
577,1287,11,4825.8,2025-08-08,Vencida
578,1962,7,5906.33,2022-12-28,Vencida
579,1386,1,2637.62,2023-08-04,Vencida
580,1921,19,17428.58,2023-05-20,Vencida
581,541,7,6061.37,2025-06-23,Castigada
582,1159,15,4404.91,2024-05-28,Vencida
583,1442,18,888.68,2024-07-07,Vencida
584,1879,16,16116.73,2023-06-25,Castigada
585,15,1,1168.45,2025-03-04,Vigente
586,333,5,9455.19,2024-07-11,Vencida
587,1558,1,15244.0,2025-07-12,Vencida
588,682,9,12486.29,2023-07-10,Vigente
589,1108,14,11064.87,2023-12-29,Vigente
590,468,16,7123.44,2023-06-16,Vigente
591,1645,8,10018.55,2024-07-31,Vencida
592,1928,1,3633.11,2024-12-09,Vencida
593,107,9,9429.44,2023-09-05,Vencida
